0	309
1	24
1	47
2	353
3	94
3	135
3	224
3	231
3	251
3	307
3	326
3	396
3	411
3	447
4	329
5	30
5	61
5	143
5	236
5	367
5	494
5	1004
6	351
7	157
7	305
8	394
9	444
10	230
11	268
12	361
13	160
14	92
15	190
15	237
15	361
15	419
16	418
17	17
18	145
19	186
20	1
20	11
20	357
20	919
20	923
20	942
20	968
20	1015
21	101
21	366
22	397
22	486
23	405
24	119
24	159
25	498
26	85
26	92
26	93
26	407
26	423
27	54
28	85
28	226
28	397
28	486
29	137
30	371
31	278
31	478
32	81
32	417
32	823
32	833
32	854
33	145
34	328
35	151
36	201
37	226
38	214
39	240
40	205
41	54
42	39
43	398
44	20
44	68
44	71
44	92
44	108
44	157
44	216
44	233
44	238
44	247
44	265
44	305
44	309
44	317
44	322
44	361
44	371
44	383
44	400
44	407
44	481
44	486
44	496
45	27
46	419
47	59
47	128
47	187
47	189
47	313
47	319
47	342
47	424
47	426
47	473
47	500
47	504
47	510
47	511
47	512
47	513
47	514
47	515
47	516
47	517
47	518
47	519
47	520
47	521
47	524
47	527
47	528
47	530
47	532
47	534
47	535
47	538
47	539
47	540
47	541
47	542
47	543
47	544
47	545
47	547
47	550
47	552
47	556
47	557
47	558
47	559
47	560
47	561
47	562
47	582
47	583
47	587
47	589
47	592
47	593
47	594
47	595
47	597
47	598
47	599
47	601
47	641
47	656
47	726
47	729
47	730
47	731
47	732
47	733
47	735
47	739
47	742
47	748
47	749
47	753
47	756
47	757
47	759
47	762
47	763
47	765
47	766
47	767
47	771
47	772
47	774
47	777
47	784
47	787
47	788
47	789
47	792
47	793
47	794
47	798
47	803
47	804
47	805
47	806
47	813
47	817
47	882
47	925
47	926
47	950
47	988
47	1006
47	1007
47	1010
48	88
49	56
50	71
50	75
50	176
51	424
52	408
53	393
54	366
55	398
56	495
57	235
58	85
58	226
58	233
59	183
60	472
61	230
62	243
63	309
64	99
64	425
65	66
65	151
65	381
66	96
67	211
68	181
69	323
70	333
71	309
72	356
73	71
73	265
73	407
74	283
75	119
76	206
77	67
78	201
79	486
80	36
81	71
81	265
81	407
82	76
83	37
83	49
83	74
83	75
83	81
83	82
83	97
83	121
83	123
83	146
83	152
83	158
83	159
83	165
83	170
83	176
83	178
83	216
83	233
83	241
83	246
83	275
83	289
83	302
83	314
83	339
83	412
83	415
83	417
83	445
83	451
83	457
83	470
83	477
84	92
84	108
84	226
84	233
84	301
84	369
84	371
84	383
84	397
84	429
84	481
84	486
85	110
86	450
87	438
88	406
89	230
90	190
91	148
92	172
93	254
93	296
94	468
95	158
96	333
97	96
98	376
99	381
100	460
101	398
102	172
103	268
104	382
105	436
106	101
107	493
108	126
109	250
109	252
109	279
109	309
110	14
111	240
112	328
112	404
113	151
113	381
114	373
115	136
116	183
117	97
117	165
118	370
119	395
120	476
121	246
122	480
123	152
123	157
123	158
123	201
123	233
123	238
123	305
123	330
123	397
123	481
123	486
124	247
124	252
124	823
124	833
124	854
125	113
126	123
127	33
127	85
127	97
127	103
127	111
127	165
127	233
127	269
127	310
127	330
127	333
127	346
127	363
127	441
127	483
128	104
128	126
128	227
129	190
129	243
129	248
129	361
129	481
130	33
131	57
132	19
133	26
133	96
133	136
134	301
135	441
135	446
136	152
137	130
137	233
137	298
138	306
139	33
140	174
140	373
140	404
140	475
141	28
141	40
141	71
141	106
141	117
141	135
141	153
141	207
141	222
141	280
141	300
141	305
141	370
141	373
141	425
141	431
141	437
141	442
141	451
141	461
141	470
141	491
142	85
142	108
142	136
142	198
142	226
142	233
142	238
142	267
142	311
142	317
142	383
142	397
142	424
142	429
142	481
142	486
142	807
143	359
144	85
145	85
146	250
146	279
147	350
148	461
149	476
150	489
151	4
152	163
153	309
154	142
154	346
154	368
154	396
154	412
155	85
156	248
157	300
158	127
159	68
159	92
159	108
159	226
159	233
159	238
159	301
159	317
