0	1597
1	741
2	812
3	1874
4	610
5	2035
6	1527
7	1131
8	1894
9	1811
10	661
11	2420
12	1165
13	843
14	169
15	1419
16	1385
17	2241
18	1554
19	955
20	1003
21	11
22	1343
23	1118
24	2480
25	1131
26	1637
27	2065
28	872
29	1635
30	1875
31	696
32	1988
33	1743
34	2360
35	26
36	27
37	301
38	1805
39	45
40	2419
41	955
42	765
43	688
44	400
45	1119
46	1697
47	231
48	393
49	2140
50	668
51	35
52	1944
53	36
54	774
55	1624
56	37
57	2011
58	1078
59	214
60	1354
61	264
62	1007
63	1715
64	1252
65	562
66	1741
67	1984
68	303
69	110
70	1325
71	1902
72	2370
73	1567
74	1317
75	1257
76	1557
77	1564
78	1126
79	55
80	987
81	2155
82	1599
83	1099
84	733
85	2309
86	1560
87	577
88	440
89	1202
90	843
91	561
92	2403
93	1671
94	1808
95	572
96	71
97	2419
98	1094
99	628
100	74
101	936
102	421
103	688
104	79
105	871
106	2371
107	1025
108	2484
109	1919
110	168
111	1232
112	2177
113	528
114	2044
115	1347
116	1773
117	947
118	1392
119	527
120	1221
121	2449
122	1567
123	103
124	899
125	882
126	735
127	34
128	456
129	67
130	1676
131	221
132	1661
133	795
134	2429
135	155
136	1263
137	1002
138	567
139	1356
140	2103
141	987
142	122
143	124
144	472
145	291
146	1557
147	2149
148	1875
149	1899
150	1677
151	1832
152	607
153	1233
154	207
155	1349
156	1095
157	212
158	1955
159	344
160	1825
161	1806
162	823
163	1193
164	480
165	1944
166	2344
167	2113
168	1288
169	1462
170	13
171	213
172	640
173	257
174	1931
175	1386
176	1635
177	406
178	324
179	1367
180	1306
181	1212
182	1882
183	436
184	1725
185	1214
186	876
187	751
188	1944
189	71
190	1593
191	851
192	1026
193	1015
194	1043
195	1332
196	330
197	921
198	561
199	482
200	984
201	1166
202	628
203	576
204	1735
205	646
206	1944
207	180
208	1631
209	1374
210	7
211	1390
212	35
213	69
214	184
215	1446
216	995
217	419
218	379
219	1321
220	2098
221	24
222	370
223	449
224	199
225	1641
226	628
227	899
228	2454
229	1874
230	1165
231	1615
232	1969
233	460
234	754
235	647
236	1430
237	806
238	1509
239	572
240	209
241	1735
242	1043
243	1894
244	2416
245	498
246	456
247	1875
248	2190
249	2430
250	646
251	1533
252	2122
253	218
254	535
255	2405
256	648
257	1725
258	412
259	1552
260	1448
261	1854
262	81
263	1725
264	899
265	1250
266	2025
267	511
268	2355
269	661
270	1568
271	2324
272	1725
273	228
274	805
275	1612
276	141
277	250
278	661
279	1850
280	1635
281	1462
282	1481
283	2029
284	1225
285	695
286	1635
287	240
288	1019
289	1823
290	2478
291	1501
292	1218
293	2176
294	243
295	1617
296	246
297	370
298	1635
299	739
300	1374
301	246
302	535
303	2028
304	971
305	132
306	556
307	603
308	214
309	2017
310	2298
311	265
312	1825
313	143
314	168
315	448
316	1581
317	1970
318	249
319	1017
320	1354
321	587
322	792
323	1915
324	897
325	141
326	284
327	990
328	1091
329	1635
330	1727
331	1844
332	657
333	2316
334	1155
335	991
336	1946
337	2344
338	852
339	52
340	2126
341	2005
342	1131
343	294
344	2005
345	1008
346	1128
347	76
348	1568
349	1547
350	1526
351	1510
352	894
353	191
354	968
355	861
356	2025
357	658
358	811
359	2396
360	410
361	1635
362	2138
363	521
364	1969
365	407
366	859
367	2211
368	962
369	1994
370	1635
371	1756
372	2308
373	985
374	589
375	1156
376	1033
377	635
378	2361
379	2462
380	1283
381	161
382	2352
383	335
384	1964
385	930
386	43
387	2009
388	1468
389	2170
390	792
391	800
392	2374
393	1043
394	1783
395	1015
396	2406
397	695
398	395
399	1105
400	289
401	426
402	1206
403	342
404	1668
405	561
406	1460
407	783
408	2471
409	1635
410	1382
411	2220
412	1569
413	1095
414	2307
415	665
416	843
417	162
418	1874
419	612
420	1240
421	1326
422	813
423	1856
424	2007
425	1201
426	2461
427	312
428	585
429	143
430	1485
431	1725
432	1148
433	1874
434	628
435	1376
436	1933
437	1631
438	2085
439	1870
440	2263
441	1362
442	1746
443	1499
444	504
445	378
446	381
447	383
448	1641
449	2246
450	2183
451	230
452	631
453	1675
454	635
455	2148
456	1641
457	422
458	1537
459	1274
460	1053
461	1008
462	2452
463	1567
464	1917
465	89
466	2276
467	2002
468	240
469	1070
470	1778
471	45
472	1406
473	551
474	1740
475	1164
476	1202
477	1414
478	2008
479	2464
480	552
481	2417
482	2280
483	548
484	987
485	2212
486	987
487	448
488	942
489	1689
490	1378
491	2198
492	495
493	12
494	2091
495	1476
496	2071
497	108
498	1881
499	1252
500	1944
501	1557
502	1936
503	1068
504	1065
505	1508
506	2144
507	543
508	987
509	943
510	877
511	561
512	215
513	1906
514	628
515	1478
516	1635
517	433
518	1008
519	299
520	283
521	434
522	2136
523	284
524	733
525	2368
526	1872
527	1328
528	2005
529	1840
530	168
531	837
532	2315
533	2082
534	1105
535	517
536	573
537	425
538	2369
539	1932
540	1438
541	482
542	10
543	785
